driverId,truckId,eventTime,eventType,longitude,latitude,eventKey,CorrelationId,driverName,routeId,routeName,eventDate
11,39,38:20.3,Normal,-91.94,41.71,11|39|9223370572419275494,1000,Jamie Engesser,927636994,Des Moines to Chicago.kml,2016-05-28-11
25,106,38:20.3,Normal,-91.59,41.7,25|106|9223370572419275464,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
31,86,38:20.4,Normal,-94.3,37.66,31|86|9223370572419275443,1000,Rommel Garcia,160405074,Joplin to Kansas City Route 2,2016-05-28-11
29,68,38:20.7,Normal,-93.36,35.4,29|68|9223370572419275093,1000,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-28-11
30,58,38:20.7,Normal,-88.77,40.76,30|58|9223370572419275093,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
28,90,38:20.9,Normal,-92.94,39.77,28|90|9223370572419274874,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
26,38,38:24.8,Normal,-93.69,37.16,26|38|9223370572419271023,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
25,106,38:24.8,Normal,-89.88,41.77,25|106|9223370572419271023,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
16,71,38:25.2,Normal,-90.29,40.96,16|71|9223370572419270593,1000,Tom McCuch,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
27,60,38:25.5,Normal,-92.03,38.97,27|60|9223370572419270303,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-11
28,90,38:25.3,Normal,-94.15,39.77,28|90|9223370572419270524,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
10,43,38:25.4,Normal,-93.69,37.16,10|43|9223370572419270384,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-11
26,38,38:25.7,Normal,-93.96,37.08,26|38|9223370572419270134,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
32,21,38:26.4,Normal,-90.15,38.62,32|21|9223370572419269413,1000,Ryan Templeton,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
20,33,38:25.8,Normal,-91.93,34.81,20|33|9223370572419269993,1000,Chris Harris,1594289134,Memphis to Little Rock Route 2,2016-05-28-11
21,54,38:26.1,Normal,-89.17,40.38,21|54|9223370572419269694,1000,Jeff Markham,987179512, Saint Louis to Chicago,2016-05-28-11
31,86,38:26.6,Normal,-94.38,38.99,31|86|9223370572419269244,1000,Rommel Garcia,160405074,Joplin to Kansas City Route 2,2016-05-28-11
14,56,38:26.5,Normal,-94.38,38.67,14|56|9223370572419269333,1000,Adis Cesir,1384345811,Joplin to Kansas City,2016-05-28-11
16,71,38:26.8,Normal,-89.52,40.7,16|71|9223370572419269023,1000,Tom McCuch,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
27,60,38:27.0,Normal,-92.38,38.98,27|60|9223370572419268793,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-11
18,11,38:26.8,Normal,-94.28,39.53,18|11|9223370572419268964,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-11
28,90,38:27.1,Normal,-94.24,39.63,28|90|9223370572419268693,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
23,44,38:27.3,Normal,-90.68,35.12,23|44|9223370572419268553,1000,Adam Diaz,371182829,Memphis to Little Rock,2016-05-28-11
31,86,38:27.6,Normal,-94.38,38.67,31|86|9223370572419268254,1000,Rommel Garcia,160405074,Joplin to Kansas City Route 2,2016-05-28-11
20,33,38:27.6,Normal,-91.38,34.83,20|33|9223370572419268184,1000,Chris Harris,1594289134,Memphis to Little Rock Route 2,2016-05-28-11
17,27,38:27.5,Normal,-92.38,38.98,17|27|9223370572419268264,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-11
15,92,38:28.0,Normal,-94.38,38.67,15|92|9223370572419267824,1000,Rohit Bakshi,160405074,Joplin to Kansas City Route 2,2016-05-28-11
21,54,38:28.0,Normal,-89.74,39.1,21|54|9223370572419267853,1000,Jeff Markham,987179512, Saint Louis to Chicago,2016-05-28-11
10,43,38:28.2,Normal,-94.54,37.02,10|43|9223370572419267653,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-11
17,27,38:28.4,Normal,-92.53,38.98,17|27|9223370572419267414,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-11
16,71,38:28.6,Normal,-89.91,40.86,16|71|9223370572419267164,1000,Tom McCuch,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
30,58,38:28.7,Normal,-89.63,39.84,30|58|9223370572419267144,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
22,29,38:28.9,Normal,-90.29,40.96,22|29|9223370572419266913,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
26,38,38:29.1,Normal,-95.01,36.73,26|38|9223370572419266732,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
10,43,38:29.0,Normal,-94.83,36.84,10|43|9223370572419266764,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-11
16,71,38:29.5,Normal,-90.29,40.96,16|71|9223370572419266283,1000,Tom McCuch,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
27,60,38:29.7,Normal,-92.85,38.93,27|60|9223370572419266124,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-11
25,106,38:30.3,Normal,-88.41,42.11,25|106|9223370572419265543,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
27,60,38:30.6,Normal,-93.01,38.97,27|60|9223370572419265213,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-11
12,22,38:30.7,Normal,-89.03,41.92,12|22|9223370572419265133,1000,Paul Codding,160779139,Des Moines to Chicago Route 2,2016-05-28-11
31,86,38:29.3,Normal,-94.37,38,31|86|9223370572419266474,1000,Rommel Garcia,160405074,Joplin to Kansas City Route 2,2016-05-28-11
17,27,38:31.0,Normal,-93.01,38.97,17|27|9223370572419264783,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-11
12,22,38:29.7,Normal,-89.29,41.85,12|22|9223370572419266093,1000,Paul Codding,160779139,Des Moines to Chicago Route 2,2016-05-28-11
22,29,38:31.5,Normal,-91.05,41.72,22|29|9223370572419264313,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
29,68,38:31.7,Normal,-96.44,36.23,29|68|9223370572419264114,1000,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-28-11
20,33,38:31.8,Normal,-90.04,35.19,20|33|9223370572419263963,1000,Chris Harris,1594289134,Memphis to Little Rock Route 2,2016-05-28-11
24,89,38:32.2,Normal,-90.44,41.54,24|89|9223370572419263633,1000,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
26,38,38:30.0,Normal,-95.14,36.66,26|38|9223370572419265823,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
31,86,38:30.3,Normal,-94.3,37.66,31|86|9223370572419265504,1000,Rommel Garcia,160405074,Joplin to Kansas City Route 2,2016-05-28-11
21,54,38:30.6,Normal,-89.74,39.1,21|54|9223370572419265213,1000,Jeff Markham,987179512, Saint Louis to Chicago,2016-05-28-11
14,56,38:30.8,Normal,-94.46,37.16,14|56|9223370572419264964,1000,Adis Cesir,1384345811,Joplin to Kansas City,2016-05-28-11
25,106,38:31.2,Normal,-88.02,42.04,25|106|9223370572419264613,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
28,90,38:31.5,Normal,-94.57,39.15,28|90|9223370572419264323,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
23,44,38:31.8,Normal,-91.93,34.81,23|44|9223370572419263974,1000,Adam Diaz,371182829,Memphis to Little Rock,2016-05-28-11
13,69,38:32.2,Normal,-89.54,36.84,13|69|9223370572419263643,1000,Joe Niemiec,1961634315,Saint Louis to Memphis,2016-05-28-11
23,44,38:36.2,Normal,-91.93,34.81,23|44|9223370572419259604,1000,Adam Diaz,371182829,Memphis to Little Rock,2016-05-28-11
17,27,38:36.3,Normal,-94.16,39.04,17|27|9223370572419259484,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-11
32,21,38:36.5,Normal,-88.42,41.11,32|21|9223370572419259334,1000,Ryan Templeton,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
15,92,38:36.9,Normal,-94.46,37.16,15|92|9223370572419258874,1000,Rohit Bakshi,160405074,Joplin to Kansas City Route 2,2016-05-28-11
10,43,38:37.1,Normal,-95.76,36.18,10|43|9223370572419258724,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-11
22,29,38:36.7,Normal,-91.63,41.72,22|29|9223370572419259153,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
12,22,38:37.3,Normal,-88.41,42.11,12|22|9223370572419258464,1000,Paul Codding,160779139,Des Moines to Chicago Route 2,2016-05-28-11
18,11,38:37.1,Normal,-93.6,39.77,18|11|9223370572419258664,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-11
23,44,38:37.2,Normal,-91.74,34.89,23|44|9223370572419258633,1000,Adam Diaz,371182829,Memphis to Little Rock,2016-05-28-11
28,90,38:37.7,Normal,-93.93,39.76,28|90|9223370572419258074,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
22,29,38:37.5,Normal,-91.47,41.74,22|29|9223370572419258343,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
26,38,38:37.9,Normal,-95.5,36.37,26|38|9223370572419257893,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
25,106,38:38.3,Normal,-89.29,41.85,25|106|9223370572419257504,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
11,39,38:38.6,Normal,-89.29,41.85,11|39|9223370572419257244,1000,Jamie Engesser,927636994,Des Moines to Chicago.kml,2016-05-28-11
19,65,38:37.8,Normal,-97.34,36.63,19|65|9223370572419258004,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-11
31,86,38:38.8,Normal,-94.38,38.67,31|86|9223370572419256983,1000,Rommel Garcia,160405074,Joplin to Kansas City Route 2,2016-05-28-11
22,29,38:39.2,Normal,-91.05,41.72,22|29|9223370572419256594,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
32,21,38:38.2,Normal,-89.17,40.38,32|21|9223370572419257574,1000,Ryan Templeton,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
30,58,38:38.3,Normal,-87.67,41.87,30|58|9223370572419257483,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
26,38,38:38.7,Normal,-95.35,36.47,26|38|9223370572419257063,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
32,21,38:39.2,Normal,-89.63,39.84,32|21|9223370572419256594,1000,Ryan Templeton,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
21,54,38:39.3,Normal,-88.77,40.76,21|54|9223370572419256484,1000,Jeff Markham,987179512, Saint Louis to Chicago,2016-05-28-11
21,54,38:43.4,Normal,-90.2,38.65,21|54|9223370572419252393,1000,Jeff Markham,987179512, Saint Louis to Chicago,2016-05-28-11
30,58,38:43.7,Normal,-89.74,39.1,30|58|9223370572419252073,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
22,29,38:43.7,Normal,-89.52,40.7,22|29|9223370572419252104,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
14,56,38:43.8,Normal,-94.37,38,14|56|9223370572419251963,1000,Adis Cesir,1384345811,Joplin to Kansas City,2016-05-28-11
25,106,38:44.2,Normal,-91.59,41.7,25|106|9223370572419251613,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
10,43,38:43.8,Normal,-94.23,37.09,10|43|9223370572419251963,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-11
27,60,38:44.2,Normal,-93.45,38.99,27|60|9223370572419251624,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-11
16,71,38:44.4,Normal,-89.52,40.7,16|71|9223370572419251404,1000,Tom McCuch,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
13,69,38:44.9,Normal,-89.8,35.94,13|69|9223370572419250914,1000,Joe Niemiec,1961634315,Saint Louis to Memphis,2016-05-28-11
28,90,38:44.7,Normal,-92.27,39.76,28|90|9223370572419251114,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
11,39,38:44.8,Normal,-91.59,41.7,11|39|9223370572419251044,1000,Jamie Engesser,927636994,Des Moines to Chicago.kml,2016-05-28-11
27,60,38:45.1,Normal,-93.2,38.98,27|60|9223370572419250714,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-11
19,65,38:45.5,Normal,-97.32,37.27,19|65|9223370572419250264,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-11
20,33,38:45.8,Normal,-91.14,34.96,20|33|9223370572419250024,1000,Chris Harris,1594289134,Memphis to Little Rock Route 2,2016-05-28-11
17,27,38:45.2,Normal,-93.2,38.98,17|27|9223370572419250594,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-11
30,58,38:45.5,Normal,-90.2,38.65,30|58|9223370572419250334,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
13,69,38:45.9,Normal,-90.07,35.68,13|69|9223370572419249933,1000,Joe Niemiec,1961634315,Saint Louis to Memphis,2016-05-28-11
21,54,38:46.0,Normal,-89.17,40.38,21|54|9223370572419249794,1000,Jeff Markham,987179512, Saint Louis to Chicago,2016-05-28-11
10,43,38:46.5,Normal,-93.34,37.21,10|43|9223370572419249323,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-11
23,44,38:45.9,Normal,-90.94,35.03,23|44|9223370572419249863,1000,Adam Diaz,371182829,Memphis to Little Rock,2016-05-28-11
19,65,38:46.3,Normal,-97.32,37.15,19|65|9223370572419249513,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-11
29,68,38:46.8,Normal,-97.37,36.79,29|68|9223370572419248963,1000,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-28-11
20,33,38:46.8,Normal,-90.94,35.03,20|33|9223370572419249043,1000,Chris Harris,1594289134,Memphis to Little Rock Route 2,2016-05-28-11
12,22,38:46.9,Normal,-91.59,41.7,12|22|9223370572419248944,1000,Paul Codding,160779139,Des Moines to Chicago Route 2,2016-05-28-11
18,11,38:47.1,Normal,-91.2,39.75,18|11|9223370572419248664,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-11
14,56,38:47.3,Normal,-94.58,37.03,14|56|9223370572419248463,1000,Adis Cesir,1384345811,Joplin to Kansas City,2016-05-28-11
22,29,38:47.4,Normal,-90.44,41.54,22|29|9223370572419248454,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
15,92,38:47.6,Normal,-94.38,38.67,15|92|9223370572419248183,1000,Rohit Bakshi,160405074,Joplin to Kansas City Route 2,2016-05-28-11
31,86,38:47.7,Normal,-94.46,37.16,31|86|9223370572419248062,1000,Rommel Garcia,160405074,Joplin to Kansas City Route 2,2016-05-28-11
22,29,38:48.2,Normal,-90.7,41.62,22|29|9223370572419247563,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
12,22,38:47.8,Normal,-91.94,41.71,12|22|9223370572419247993,1000,Paul Codding,160779139,Des Moines to Chicago Route 2,2016-05-28-11
15,92,38:48.6,Normal,-94.35,38.33,15|92|9223370572419247254,1000,Rohit Bakshi,160405074,Joplin to Kansas City Route 2,2016-05-28-11
17,27,38:48.8,Normal,-92.53,38.98,17|27|9223370572419247054,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-11
26,38,38:48.9,Normal,-92.74,37.6,26|38|9223370572419246874,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
18,11,38:48.1,Normal,-90.97,39.72,18|11|9223370572419247754,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-11
28,90,38:48.3,Normal,-91.36,39.76,28|90|9223370572419247534,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
31,86,38:48.6,Normal,-94.58,37.03,31|86|9223370572419247223,1000,Rommel Garcia,160405074,Joplin to Kansas City Route 2,2016-05-28-11
13,69,38:49.4,Normal,-90.24,35.35,13|69|9223370572419246424,1000,Joe Niemiec,1961634315,Saint Louis to Memphis,2016-05-28-11
14,56,38:48.9,Normal,-94.46,37.16,14|56|9223370572419246864,1000,Adis Cesir,1384345811,Joplin to Kansas City,2016-05-28-11
18,11,38:49.0,Normal,-90.79,39.69,18|11|9223370572419246764,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-11
26,38,38:49.8,Normal,-92.61,37.7,26|38|9223370572419246004,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
28,90,38:50.0,Normal,-90.97,39.72,28|90|9223370572419245814,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
12,22,38:50.2,Normal,-92.74,41.75,12|22|9223370572419245582,1000,Paul Codding,160779139,Des Moines to Chicago Route 2,2016-05-28-11
31,86,38:49.5,Normal,-94.58,37.03,31|86|9223370572419246340,1000,Rommel Garcia,160405074,Joplin to Kansas City Route 2,2016-05-28-11
24,89,38:49.8,Normal,-90.44,41.54,24|89|9223370572419245994,1000,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
15,92,38:50.3,Normal,-94.3,37.66,15|92|9223370572419245464,1000,Rohit Bakshi,160405074,Joplin to Kansas City Route 2,2016-05-28-11
30,58,38:50.4,Normal,-88.07,41.48,30|58|9223370572419245433,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
26,38,38:50.6,Normal,-92.48,37.8,26|38|9223370572419245224,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
17,27,38:50.6,Normal,-92.22,38.96,17|27|9223370572419245254,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-11
10,79,31:13.7,Normal,-92.61,37.7,10|79|9223370572426902080,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-11
16,77,31:14.1,Normal,-94.37,38,16|77|9223370572426901680,1000,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-05-28-11
24,89,35:14.2,Normal,-90.2,38.65,24|89|9223370572419461613,1000,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
25,106,35:14.3,Normal,-90.15,38.62,25|106|9223370572419461474,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
28,90,35:14.4,Normal,-89.66,39.78,28|90|9223370572419461424,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
11,39,35:15.1,Normal,-89.74,39.1,11|39|9223370572419460754,1000,Jamie Engesser,927636994,Des Moines to Chicago.kml,2016-05-28-11
27,60,35:15.2,Normal,-90.41,38.75,27|60|9223370572419460573,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-11
21,54,35:15.9,Normal,-94.31,37.31,21|54|9223370572419459894,1000,Jeff Markham,987179512, Saint Louis to Chicago,2016-05-28-11
32,21,35:16.0,Normal,-90.68,35.12,32|21|9223370572419459833,1000,Ryan Templeton,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
26,38,35:16.2,Normal,-90.53,38.51,26|38|9223370572419459624,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
28,90,35:16.2,Normal,-89.96,39.74,28|90|9223370572419459563,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
16,71,35:16.9,Normal,-90.44,41.54,16|71|9223370572419458914,1000,Tom McCuch,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
13,69,35:16.9,Normal,-92.74,41.75,13|69|9223370572419458892,1000,Joe Niemiec,1961634315,Saint Louis to Memphis,2016-05-28-11
16,77,31:13.3,Normal,-94.3,37.66,16|77|9223370572426902550,1000,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-05-28-11
32,66,31:13.7,Normal,-94.38,38.67,32|66|9223370572426902121,1000,Ryan Templeton,160405074,Joplin to Kansas City Route 2,2016-05-28-11
19,65,35:14.1,Normal,-97.36,37.69,19|65|9223370572419461673,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-11
22,29,35:14.2,Normal,-90.04,35.19,22|29|9223370572419461604,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
18,11,35:14.9,Normal,-89.78,39.77,18|11|9223370572419460864,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-11
13,69,35:15.0,Normal,-93.36,41.69,13|69|9223370572419460773,1000,Joe Niemiec,1961634315,Saint Louis to Memphis,2016-05-28-11
19,65,35:15.1,Normal,-97.32,37.48,19|65|9223370572419460693,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-11
25,106,35:15.3,Normal,-90.35,38.43,25|106|9223370572419460543,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
24,89,35:15.9,Normal,-89.63,39.84,24|89|9223370572419459894,1000,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
16,71,35:16.1,Normal,-90.29,40.96,16|71|9223370572419459712,1000,Tom McCuch,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
25,106,35:16.2,Normal,-90.24,38,25|106|9223370572419459613,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
32,21,35:16.8,Normal,-90.94,35.03,32|21|9223370572419459034,1000,Ryan Templeton,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
15,92,35:17.7,Normal,-91.14,34.96,15|92|9223370572419458143,1000,Rohit Bakshi,160405074,Joplin to Kansas City Route 2,2016-05-28-11
17,27,35:17.8,Normal,-90.79,38.83,17|27|9223370572419458023,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-11
17,27,35:17.0,Normal,-90.67,38.82,17|27|9223370572419458823,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-11
18,11,35:17.4,Normal,-90.24,39.72,18|11|9223370572419458394,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-11
12,22,35:17.7,Normal,-89.71,37.47,12|22|9223370572419458084,1000,Paul Codding,160779139,Des Moines to Chicago Route 2,2016-05-28-11
30,58,35:18.1,Normal,-92.4,41.78,30|58|9223370572419457703,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
10,43,35:18.4,Normal,-91.07,38.31,10|43|9223370572419457423,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-11
24,89,35:18.6,Normal,-88.42,41.11,24|89|9223370572419457224,1000,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
21,54,35:18.8,Normal,-94.35,38.33,21|54|9223370572419456963,1000,Jeff Markham,987179512, Saint Louis to Chicago,2016-05-28-11
29,68,35:19.5,Normal,-97.34,36.63,29|68|9223370572419456334,1000,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-28-11
14,56,35:19.6,Normal,-94.38,38.67,14|56|9223370572419456254,1000,Adis Cesir,1384345811,Joplin to Kansas City,2016-05-28-11
28,90,35:19.8,Normal,-90.37,39.71,28|90|9223370572419456033,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
15,92,35:20.3,Normal,-91.93,34.81,15|92|9223370572419455474,1000,Rohit Bakshi,160405074,Joplin to Kansas City Route 2,2016-05-28-11
26,38,35:20.5,Normal,-91.3,38.14,26|38|9223370572419455304,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
31,86,35:17.8,Normal,-94.37,38,31|86|9223370572419458014,1000,Rommel Garcia,160405074,Joplin to Kansas City Route 2,2016-05-28-11
27,60,35:18.0,Normal,-90.79,38.83,27|60|9223370572419457833,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-11
25,106,35:18.5,Normal,-89.56,37.2,25|106|9223370572419457293,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
28,90,35:18.9,Normal,-90.24,39.72,28|90|9223370572419456933,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
27,60,35:18.9,Normal,-90.93,38.82,27|60|9223370572419456894,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-11
25,106,35:19.5,Normal,-89.54,36.84,25|106|9223370572419456313,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
26,38,35:19.7,Normal,-91.18,38.22,26|38|9223370572419456093,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
11,39,35:20.2,Normal,-87.67,41.87,11|39|9223370572419455603,1000,Jamie Engesser,927636994,Des Moines to Chicago.kml,2016-05-28-11
22,29,35:20.5,Normal,-91.93,34.81,22|29|9223370572419455353,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
20,33,35:20.7,Normal,-91.24,41.67,20|33|9223370572419455073,1000,Chris Harris,1594289134,Memphis to Little Rock Route 2,2016-05-28-11
28,90,35:20.8,Normal,-90.52,39.71,28|90|9223370572419455044,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
25,106,35:21.2,Normal,-89.8,35.94,25|106|9223370572419454623,1000,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-05-28-11
24,89,35:21.3,Normal,-87.67,41.87,24|89|9223370572419454543,1000,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
22,29,35:21.3,Normal,-92.09,34.8,22|29|9223370572419454493,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
13,69,35:21.6,Normal,-91.24,41.67,13|69|9223370572419454213,1000,Joe Niemiec,1961634315,Saint Louis to Memphis,2016-05-28-11
32,21,35:21.8,Normal,-92.31,34.78,32|21|9223370572419454004,1000,Ryan Templeton,1198242881, Saint Louis to Chicago Route2,2016-05-28-11
26,38,35:21.4,Normal,-91.44,38.09,26|38|9223370572419454403,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-11
28,90,35:21.7,Normal,-90.63,39.7,28|90|9223370572419454074,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-11
24,89,35:22.2,Normal,-88.07,41.48,24|89|9223370572419453564,1000,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-11
29,68,35:22.2,Normal,-96.97,36.24,29|68|9223370572419453564,1000,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-28-11
22,29,35:22.3,Normal,-92.31,34.78,22|29|9223370572419453554,1000,Nadeem Asghar,24929475,Peoria to Ceder Rapids,2016-05-28-11
